"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.1125e+19,1,1.371e-08,1.371e-08,0,0
4.1041e+19,1,1.374e-08,1.374e-08,0,0
4.0956e+19,1,1.377e-08,1.377e-08,0,0
4.0872e+19,1,1.38e-08,1.38e-08,0,0
4.078e+19,1,1.383e-08,1.383e-08,0,0
4.0688e+19,1,1.386e-08,1.386e-08,0,0
4.0596e+19,1,1.389e-08,1.389e-08,0,0
4.0504e+19,1,1.392e-08,1.392e-08,0,0
4.0412e+19,1,1.395e-08,1.395e-08,0,0
4.032e+19,1,1.398e-08,1.398e-08,0,0
4.0228e+19,1,1.401e-08,1.401e-08,0,0
4.0136e+19,1,1.404e-08,1.404e-08,0,0
4.0044e+19,1,1.407e-08,1.407e-08,0,0
3.9952e+19,1,1.41e-08,1.41e-08,0,0
3.986e+19,1,1.413e-08,1.413e-08,0,0
3.9768e+19,1,1.416e-08,1.416e-08,0,0
3.9676e+19,1,1.419e-08,1.419e-08,0,0
3.9584e+19,1,1.422e-08,1.422e-08,0,0
3.9492e+19,1,1.425e-08,1.425e-08,0,0
3.94e+19,1,1.428e-08,1.428e-08,0,0
3.9308e+19,1,1.431e-08,1.431e-08,0,0
3.9217e+19,1,1.434e-08,1.434e-08,0,0
3.9125e+19,1,1.437e-08,1.437e-08,0,0
3.9033e+19,1,1.44e-08,1.44e-08,0,0
3.8935e+19,1,1.443e-08,1.443e-08,0,0
3.8837e+19,1,1.446e-08,1.446e-08,0,0
3.8738e+19,1,1.449e-08,1.449e-08,0,0
3.864e+19,1,1.452e-08,1.452e-08,0,0
3.8542e+19,1,1.455e-08,1.455e-08,0,0
3.8444e+19,1,1.458e-08,1.458e-08,0,0
3.8346e+19,1,1.461e-08,1.461e-08,0,0
3.8248e+19,1,1.464e-08,1.464e-08,0,0
3.815e+19,1,1.467e-08,1.467e-08,0,0
3.8052e+19,1,1.47e-08,1.47e-08,0,0
3.7954e+19,1,1.473e-08,1.473e-08,0,0
3.7856e+19,1,1.476e-08,1.476e-08,0,0
3.7758e+19,1,1.479e-08,1.479e-08,0,0
3.766e+19,1,1.482e-08,1.482e-08,0,0
